Unnamed: 0,Gene,scores,log2FC,p_value,q_value
30244,Pnn,-3.845671,-0.19329123,0.0001243703859567,0.0032103687407437
30245,Rpp21,-3.8465476,-0.2788676,0.0001236163478755,0.0031935594430768
30246,Stoml2,-3.8468618,-0.22288911,0.0001235794093093,0.0031935594430768
30247,Pak1ip1,-3.847743,-0.25541702,0.0001232700873616,0.0031899216857015
30248,Cdca7,-3.8486283,-0.26256096,0.0001230463644232,0.003186787951988
30249,Srp19,-3.8502057,-0.23221311,0.0001218838643775,0.0031645983616359
30250,Dazap1,-3.8505628,-0.17548014,0.0001218257510844,0.0031645983616359
30251,Clec2i,-3.8521583,-0.8099708,0.0001201141075129,0.0031262076577432
30252,Ndufa10,-3.8538616,-0.23198226,0.0001202039076206,0.0031262076577432
30253,Anapc15,-3.857341,-0.43078518,0.0001182260501307,0.0030825134632329
30254,Ogdh,-3.8581514,-0.19012865,0.0001181647019325,0.0030825134632329
30255,Pomp,-3.8584075,-0.16922349,0.0001179873451156,0.0030814642791218
30256,Fyb,-3.8585954,-0.25049824,0.0001177901413631,0.0030789034172978
30257,Xpo1,-3.8590744,-0.24526237,0.0001177378668786,0.0030789034172978
30258,Eif4g1,-3.8598704,-0.16754055,0.0001174256932445,0.0030745531638476
30259,Smim11,-3.8610444,-0.23864548,0.00011660254634,0.0030607429175816
30260,Ifi209,-3.8657613,-1.457333,0.0001135506044427,0.0029882092540355
30261,Enkd1,-3.8673222,-0.4538886,0.0001134099051102,0.002987037984215
30262,BC049352,-3.869819,-1.1507113,0.0001116609060436,0.0029459695117864
30263,Chdh,-3.872759,-0.80410486,0.0001109529083247,0.0029297794746673
30264,G6pc3,-3.8738914,-0.284564,0.0001106344964139,0.0029238578869301
30265,Actn2,-3.8752599,-1.2454109,0.0001091979886694,0.0028932808380128
30266,Ctcf,-3.8760722,-0.20510738,0.0001097983285011,0.0029067071568159
30267,Mrps14,-3.8779018,-0.18907106,0.0001089668454364,0.0028896220762911
30268,Kifc1,-3.8811562,-0.5156291,0.0001073135963492,0.0028506493647838
30269,Arhgap19,-3.8839514,-0.66144353,0.0001059360571871,0.0028190475664157
30270,2900097C17Rik,-3.8846154,-0.2085671,0.0001059423730398,0.0028190475664157
30271,Chd1,-3.8864722,-0.23110485,0.0001053322333448,0.0028100359467854
30272,Ass1,-3.8864787,-0.3165037,0.0001048788942326,0.0028003476376656
30273,Ms4a6b,-3.8864973,-0.4676295,0.0001048061536976,0.0028003476376656
30274,Wdhd1,-3.8893316,-0.3627998,0.0001040121616761,0.0027819893682428
30275,Naa10,-3.8901398,-0.22357804,0.0001035600833128,0.0027722855750982
30276,Ifi47,-3.8908505,-0.23310062,0.0001032886494868,0.0027674050323677
30277,Hist1h3i,-3.8932335,-0.5517071,0.0001020889568963,0.0027376238156324
30278,Arid4b,-3.8946593,-0.26055068,0.0001018048297716,0.0027323641995658
30279,Emilin2,-3.8959315,-0.4005503,0.0001009723251732,0.0027147130853725
30280,Ccr5,-3.897729,-0.960495,9.973538951345584e-05,0.0026840145326435
30281,Gm6563,-3.903422,-0.18889281,9.81322110498703e-05,0.0026452253035864
30282,Cpsf4,-3.9067557,-0.3158847,9.678303766609366e-05,0.0026156689892473
30283,Lamtor3,-3.9078019,-0.24744198,9.630651185701684e-05,0.002607328781775
30284,Sem1,-3.91427,-0.16551341,9.391789277086069e-05,0.0025627700564266
30285,Prdm15,-3.9160595,-0.3978977,9.298192558436743e-05,0.0025416969499747
30286,Cebpg,-3.9161332,-0.265092,9.319609978642648e-05,0.002545310894167
30287,Oaf,-3.9179506,-0.7249231,9.198627797865988e-05,0.0025189152469764
30288,Blmh,-3.9214377,-0.23821165,9.119363289852664e-05,0.0024994138414809
30289,G2e3,-3.9220967,-0.3833676,9.086972747971046e-05,0.0024949404486538
30290,Dntt,-3.9222615,-0.5964123,9.048112331131186e-05,0.0024864693116691
30291,Exoc3l2,-3.9285994,-0.5947879,8.813953266236931e-05,0.0024307254953504
30292,Tomm5,-3.9288125,-0.2253368,8.828487786242752e-05,0.0024325734802679
30293,Kcng1,-3.9335012,-1.2639787,8.597046228578663e-05,0.0023793589709095
30294,Rap2b,-3.93381,-0.46916604,8.628003599727964e-05,0.0023836778984195
30295,Snrnp25,-3.9338832,-0.33111188,8.646524599442288e-05,0.0023866713634353
30296,BC035044,-3.935007,-0.38994414,8.619345737572313e-05,0.0023834064397937
30297,Pdia3,-3.9392064,-0.16788289,8.47741146823e-05,0.0023483412874482
30298,Pld4,-3.9412448,-1.0131474,8.340019856591558e-05,0.0023164815438885
30299,Tspan2,-3.9465785,-0.4918123,8.197024821090212e-05,0.0022788022539777
30300,Gm43691,-3.9482043,-3.9089792,8.177717992396704e-05,0.0022754720144972
30301,Tmem150b,-3.9518886,-0.5887236,7.991748269811656e-05,0.0022343216839993
30302,Nup205,-3.9531178,-0.274676,7.993853704709136e-05,0.0022343216839993
30303,Pimreg,-3.9538293,-0.6019047,7.95395498513529e-05,0.0022271791177042
30304,Evi2a,-3.9542398,-0.6099934,7.915458596294506e-05,0.0022224117160102
30305,Ermp1,-3.9545538,-0.29085413,7.947855921152308e-05,0.0022271791177042
30306,Ndufa2,-3.955006,-0.17615649,7.931820664974881e-05,0.0022249939214947
30307,Serpina3f,-3.9560504,-1.1306396,7.830106823058232e-05,0.0022004371690174
30308,Ache,-3.9582438,-1.3964454,7.757096602372938e-05,0.0021858540906849
30309,Ppp4r2,-3.9605308,-0.4202844,7.713427195448315e-05,0.0021755227493211
30310,Cenpm,-3.9626865,-0.40877372,7.681747740055067e-05,0.0021685573870175
30311,Fcer1a,-3.9647112,-2.6303673,7.607247046964871e-05,0.0021514375459872
30312,Snrpg,-3.967847,-0.19573301,7.4998309908451e-05,0.0021249293043678
30313,Pbrm1,-3.9694116,-0.20714492,7.485468887106387e-05,0.0021247373432478
30314,Gtf2a2,-3.9695952,-0.21600091,7.457859740585542e-05,0.0021207776421648
30315,Hmgn2,-3.9765236,-0.21172719,7.251073880330671e-05,0.0020657577725312
30316,Kif20a,-3.979006,-0.55584943,7.174254738574467e-05,0.0020457496087874
30317,Nhp2,-3.9791808,-0.22762024,7.171017225019179e-05,0.0020457496087874
30318,Foxm1,-3.9807596,-0.49902955,7.119692165093258e-05,0.0020357992707425
30319,Notch3,-3.9832697,-1.009694,6.987547777348838e-05,0.0020017003794281
30320,Ola1,-3.984618,-0.25788575,7.014824940517537e-05,0.0020076622938054
30321,Snu13,-3.9885557,-0.24824336,6.887218832024948e-05,0.0019766063437233
30322,Fh1,-3.992063,-0.2379651,6.810147862359478e-05,0.0019562952966683
30323,Dok2,-3.993394,-0.29080975,6.757943673243269e-05,0.001943096526715
30324,Sfpq,-4.0003424,-0.11698796,6.559985742958277e-05,0.00189318993751
30325,Gm11505,-4.0006485,-0.9439625,6.49665812476456e-05,0.0018801558690429
30326,Dnajc15,-4.001905,-0.29007187,6.516286529603836e-05,0.0018823278660817
30327,Ankib1,-4.002469,-0.28916484,6.512303544992633e-05,0.0018823278660817
30328,Cox5b,-4.0099025,-0.1982934,6.322317732480328e-05,0.001834578402047
30329,Evpl,-4.0116663,-1.3592806,6.202534202764617e-05,0.0018017520542418
30330,Ighv1-84,-4.013446,-0.98505414,6.160261487308077e-05,0.0017945084424519
30331,Nolc1,-4.0142493,-0.25496507,6.200843604387384e-05,0.0018017520542418
30332,Lamtor2,-4.0151505,-0.21756497,6.171941410452611e-05,0.0017962258352276
30333,Rabepk,-4.0169263,-0.3057239,6.120664991027116e-05,0.0017863252816387
30334,Chga,-4.0234604,-1.5749712,5.913769083167391e-05,0.0017308225385447
30335,Gm16194,-4.026022,-1.2235733,5.839824139015503e-05,0.0017124084890353
30336,Srsf10,-4.026757,-0.19125412,5.877406010454568e-05,0.0017218027249306
30337,Fkbp1a,-4.0282865,-0.17619787,5.829987376323058e-05,0.0017111398676461
30338,D630008O14Rik,-4.0285144,-0.8502128,5.798360075271979e-05,0.0017066964494542
30339,Fam120a,-4.0292296,-0.2009673,5.823152204819562e-05,0.0017111398676461
30340,Haspin,-4.0292983,-0.5433218,5.796495051683121e-05,0.0017066964494542
30341,Dnmt3b,-4.0362067,-0.23787853,5.649225130640614e-05,0.0016659581004917
30342,Adam10,-4.039907,-0.1764942,5.564604640794466e-05,0.0016425633831805
30343,Hnrnpa3,-4.040289,-0.19518992,5.542485243603021e-05,0.0016375908113187
30344,Cops5,-4.0457115,-0.24990287,5.418684300842989e-05,0.0016040648579035
30345,Casp3,-4.047905,-0.22277083,5.375366419582376e-05,0.0015942813125815
30346,Hist1h2be,-4.049207,-0.5220275,5.3212558399605314e-05,0.0015812531827587
30347,Lmo1,-4.049299,-0.7185021,5.3143466281660685e-05,0.0015807126996593
30348,Anp32a,-4.051188,-0.17056927,5.307171257920655e-05,0.0015800919374133
30349,Hist1h3c,-4.053868,-0.61125565,5.225341241665453e-05,0.0015587177865267
30350,Baiap2,-4.0619693,-0.458272,5.045252782438174e-05,0.0015064445639716
30351,Kif14,-4.0652847,-0.61554265,4.974116082947352e-05,0.0014888919579596
30352,Sf3b6,-4.066215,-0.18685986,4.982392443438257e-05,0.001489107146738
30353,Gm47879,-4.066839,-1.4712803,4.911321973927711e-05,0.0014749640353614
30354,Rasgrp2,-4.0787582,-0.22238827,4.717440486066823e-05,0.0014181091908405
30355,Hist1h1d,-4.079378,-0.413362,4.6960537365997786e-05,0.0014130480298704
30356,Pdik1l,-4.082815,-0.3719675,4.6269151393310005e-05,0.0013944866003905
30357,Tpm3-rs7,-4.0833154,-0.1260133,4.629876936214278e-05,0.0013944866003905
30358,Atp5g1,-4.091772,-0.29772532,4.447286998459601e-05,0.0013474395247152
30359,Ect2,-4.09197,-0.506964,4.447639560857505e-05,0.0013474395247152
30360,Rapgef3,-4.0959053,-0.829763,4.355197891150512e-05,0.0013233068504295
30361,Tnfsf4,-4.0988994,-1.1190081,4.2833736207600106e-05,0.0013065972597785
30362,Sept7,-4.101341,-0.1998274,4.2910287517936645e-05,0.0013076478491604
30363,Lifr,-4.1053,-2.2620063,4.1726030177258506e-05,0.0012753134006834
30364,Csnk2a2,-4.109892,-0.23048486,4.126414179824197e-05,0.0012636838217562
30365,Arpc3,-4.111052,-0.17293957,4.108285515448982e-05,0.0012593740386104
30366,Ube2d3,-4.1116815,-0.14808884,4.100393200295586e-05,0.0012581967396124
30367,BC005537,-4.117489,-0.23954846,3.993578944187325e-05,0.0012302837991453
30368,Chchd4,-4.1201396,-0.3019145,3.953899630174637e-05,0.0012211308370567
30369,Sltm,-4.1201406,-0.20734666,3.956003033777947e-05,0.0012211308370567
30370,Rc3h2,-4.1207404,-0.2701406,3.934588008913262e-05,0.0012169398549878
30371,Apaf1,-4.122519,-0.39966077,3.897906567264949e-05,0.0012092077186141
30372,Msh6,-4.123062,-0.2704857,3.903603533729709e-05,0.0012097664723843
30373,Ckap2,-4.1240716,-0.4595521,3.882514657733988e-05,0.0012056372766661
30374,Psmb6,-4.1251955,-0.15925975,3.861796772459455e-05,0.0012016069656832
30375,Pgls,-4.1252327,-0.22573635,3.868973279446074e-05,0.0012026349073737
30376,Lsm6,-4.127218,-0.30329964,3.833353445344781e-05,0.001195151852794
30377,Hnrnpf,-4.127974,-0.13799754,3.825490665894848e-05,0.0011938991120405
30378,Slc19a2,-4.131599,-0.65214825,3.740320911242293e-05,0.0011732139924929
30379,Ppp2ca,-4.1346583,-0.17968515,3.721407606064232e-05,0.0011684617835299
30380,Tmem97,-4.1355267,-0.40071067,3.690516372486831e-05,0.0011599352724173
30381,Id2,-4.135659,-1.03933,3.653767864117392e-05,0.0011507145383817
30382,Arl1,-4.136027,-0.25480145,3.684477927409197e-05,0.0011592106695019
30383,Mybl2,-4.138818,-0.50977546,3.632933419246437e-05,0.0011453145326686
30384,Hsp90b1,-4.1476097,-0.19394122,3.507641667562475e-05,0.0011114571092124
30385,Tma7,-4.1519074,-0.23791987,3.429341899530336e-05,0.0010899831525702
30386,Kif2c,-4.154367,-0.6474857,3.399880907092952e-05,0.0010817264529503
30387,Celf1,-4.158946,-0.19959334,3.341959062537569e-05,0.0010654810551229
30388,Abhd17a,-4.160923,-0.24720132,3.3168321153014e-05,0.001058556913427
30389,Gpsm2,-4.1644387,-0.7026419,3.249364288380753e-05,0.0010380916589206
30390,Samd1,-4.1654058,-0.46363115,3.232063295080866e-05,0.0010346934175478
30391,Bin1,-4.1661572,-0.38809884,3.236926947326538e-05,0.0010351832388808
30392,Plaa,-4.1711173,-0.31118622,3.167185287905588e-05,0.0010160186440633
30393,Ighv1-23,-4.174369,-0.9760651,3.088993508623982e-05,0.0009940157038683
30394,BC030867,-4.1754518,-0.5817414,3.0971693999824255e-05,0.0009956149210937
30395,Hist1h2bh,-4.175548,-0.7520405,3.087179954064758e-05,0.0009940157038683
30396,Slpi,-4.1786065,-1.1805067,3.0376981652029268e-05,0.0009795393678509
30397,Polr2f,-4.1824913,-0.22451432,3.0112051539225035e-05,0.0009720057551429
30398,Eif3a,-4.1837964,-0.21377523,3.0022012213791893e-05,0.0009701077474244
30399,Pak6,-4.1863403,-1.2076833,2.940041879850701e-05,0.0009520033419708
30400,Rpa2,-4.187162,-0.31149697,2.9592949706624463e-05,0.0009572394450414
30401,Timm13,-4.1930733,-0.22677116,2.8793139165324183e-05,0.0009333124744267
30402,Mrps22,-4.194066,-0.32237673,2.867213096444472e-05,0.0009303612150876
30403,Hist2h4,-4.195183,-0.7576481,2.823166153574982e-05,0.0009189494608696
30404,Naa30,-4.195929,-0.31083566,2.842130656961917e-05,0.0009241537517344
30405,Eif1ax,-4.198858,-0.22835201,2.8032477997760624e-05,0.0009143829193954
30406,Mfsd2b,-4.2010107,-1.0490174,2.7533964461481577e-05,0.0008990664547028
30407,Nop58,-4.2086926,-0.20093973,2.6869546140119497e-05,0.0008801476965075
30408,Dnajb1,-4.2117157,-0.2557249,2.656524261532921e-05,0.0008710987105953
30409,Chtop,-4.212752,-0.19145599,2.645440251509489e-05,0.0008683811430245
30410,Metrn,-4.214921,-0.39502257,2.6071259156956533e-05,0.0008576173841111
30411,Nup37,-4.2155533,-0.36719194,2.6000052558714988e-05,0.0008561820064748
30412,Pds5a,-4.2190623,-0.20199676,2.5714176912176848e-05,0.000847667022987
30413,Nde1,-4.2209516,-0.3346935,2.547427770118269e-05,0.000840651164139
30414,Npm1,-4.226623,-0.13222231,2.471916873343005e-05,0.0008174700177627
30415,Lsm4,-4.227297,-0.21206385,2.482307264406053e-05,0.0008200328455489
30416,Gm26890,-4.2274127,-0.6339402,2.4612901871478154e-05,0.0008149677847134
30417,Psmb3,-4.2281814,-0.23585463,2.461726023447654e-05,0.0008149677847134
30418,Wipf1,-4.2291293,-0.31869507,2.45234474061847e-05,0.0008135968080173
30419,Cd37,-4.233711,-0.22896591,2.416779414338393e-05,0.0008043756822449
30420,Pif1,-4.233752,-0.9186841,2.388826510740708e-05,0.0007959252107084
30421,Dhx40,-4.2397614,-0.41092512,2.3383693725034275e-05,0.00077995042024
30422,Mrpl22,-4.2450128,-0.3308565,2.2854927473069782e-05,0.000763133400883
30423,Cox6a2,-4.2450867,-2.2172635,2.2771258826033708e-05,0.0007611581273679
30424,Foxn2,-4.248833,-0.38322806,2.252019018863405e-05,0.000754389930882
30425,Fam111a,-4.251105,-0.31580746,2.232986847693836e-05,0.0007496317900695
30426,Csnk2b,-4.252891,-0.2319135,2.2141375668234507e-05,0.0007457224930864
30427,AC125141.3,-4.253061,-7.05565,2.2265040499787427e-05,0.0007482643967964
30428,Gm26563,-4.2532663,-0.5087892,2.199675044881871e-05,0.0007416559084551
30429,Atox1,-4.2555447,-0.22110401,2.1811113872822066e-05,0.0007361962164051
30430,Hist1h2bk,-4.257999,-0.7671469,2.1468586674802927e-05,0.0007254233101334
30431,Fcgr3,-4.2640347,-1.3669208,2.0810367042973423e-05,0.0007078032067748
30432,Cd69,-4.264403,-0.557816,2.092853428057082e-05,0.0007094910207582
30433,Psmb2,-4.2648034,-0.18656546,2.1015749838236263e-05,0.0007116707521556
30434,Clspn,-4.2656775,-0.47738466,2.089833332470924e-05,0.0007094910207582
30435,Rad54b,-4.2703567,-0.48540416,2.044785302049173e-05,0.0006970001974152
30436,Nup214,-4.271446,-0.2711675,2.039605318627155e-05,0.0006959985050475
30437,Atp5h,-4.2718225,-0.20443688,2.0348761640320063e-05,0.0006951486196005
30438,Hist1h2bg,-4.273924,-0.4291423,2.0097322519145296e-05,0.0006880729395667
30439,Tbc1d31,-4.2748914,-0.35762244,2.0062044734779454e-05,0.0006876232617539
30440,Cltc,-4.276006,-0.22946383,1.9984145158078232e-05,0.0006857101210981
30441,Cnih4,-4.277231,-0.28396782,1.9853680016982948e-05,0.0006819870858046
30442,Tubb4b,-4.2778683,-0.2580721,1.9788037784736068e-05,0.0006804849804312
30443,Cpsf2,-4.2796993,-0.27378646,1.963500035819015e-05,0.0006759708050142
30444,Litaf,-4.283702,-0.34854263,1.927735661054288e-05,0.0006643948444252
30445,Gm12184,-4.286827,-0.22909804,1.90232970286958e-05,0.0006566995388972
30446,Ywhah,-4.287761,-0.19000453,1.9007720819439283e-05,0.0006566995388972
30447,Blm,-4.29426,-0.40253678,1.8381911263667368e-05,0.00063778043628
30448,Eif2s1,-4.2955317,-0.22655997,1.8306288247337627e-05,0.0006358670793563
30449,Pa2g4,-4.296153,-0.21231855,1.822031459192696e-05,0.0006335895061848
30450,Rfc4,-4.297226,-0.37903887,1.8181712944768283e-05,0.0006329559776613
30451,Clic1,-4.297491,-0.14847718,1.8177567941373105e-05,0.0006329559776613
30452,Nol8,-4.2985783,-0.3229381,1.804187008148273e-05,0.0006302071896966
30453,Jagn1,-4.3009486,-0.32295632,1.788006580816028e-05,0.000625258652636
30454,Aurka,-4.3013935,-0.60203075,1.776852345724408e-05,0.0006220585782613
30455,Gata1,-4.302597,-1.0534352,1.7586514697964747e-05,0.0006169356703165
30456,Atad2,-4.304592,-0.33802608,1.760232518276838e-05,0.0006169356703165
30457,Klhl22,-4.3060484,-0.4145189,1.7442045357332883e-05,0.0006127011702276
30458,Apobr,-4.306147,-0.5444766,1.7385877360015023e-05,0.0006114197617899
30459,Asf1a,-4.3136077,-0.27324173,1.6880799296741605e-05,0.0005956812051837
30460,Rad51ap1,-4.3155036,-0.48344204,1.672991430229704e-05,0.0005917016273681
30461,Slamf1,-4.315886,-0.6814127,1.6607806985831574e-05,0.0005887240072272
30462,Bcl2,-4.319663,-0.31533346,1.6428332124898336e-05,0.0005836945051195
30463,Ewsr1,-4.3213825,-0.14256491,1.6328332751688257e-05,0.000581472152452
30464,Btbd1,-4.328271,-0.29782432,1.5769206568083017e-05,0.0005647995058346
30465,Hist1h4i,-4.3284526,-0.572182,1.5730397768380086e-05,0.0005640600945744
30466,Ykt6,-4.3371253,-0.33926767,1.5175161634219909e-05,0.0005473104462571
30467,Mpp6,-4.34056,-0.20876697,1.4987575309955007e-05,0.00054180346461
30468,Snx3,-4.341562,-0.19131264,1.4909657752086012e-05,0.0005396149209504
30469,Ssbp4,-4.343402,-0.29201928,1.4776531835969914e-05,0.0005354208204228
30470,Higd1a,-4.3451614,-0.41652286,1.4561788542425107e-05,0.0005282560976728
30471,Rbm8a,-4.354035,-0.2035976,1.4089444120124862e-05,0.0005117187231137
30472,Cenph,-4.356985,-0.41081142,1.3879972447686988e-05,0.0005052928305017
30473,Mrpl28,-4.359456,-0.29137015,1.3745794623308817e-05,0.0005009954934713
30474,Tipin,-4.359903,-0.33430704,1.3729413442174495e-05,0.0005009864578376
30475,Hist1h4h,-4.362032,-0.48293805,1.350922451715828e-05,0.0004941130140533
30476,Suv39h1,-4.3623075,-0.34661874,1.3552849990317572e-05,0.0004951254714698
30477,Dglucy,-4.364046,-0.761667,1.3343119126722664e-05,0.0004891899388927
30478,Ppp4r3a,-4.364328,-0.25094843,1.3481843615776455e-05,0.0004936930304253
30479,Papola,-4.370968,-0.20212013,1.3057452028842883e-05,0.0004792825742927
30480,Mrpl42,-4.3713965,-0.25092748,1.3002015996947113e-05,0.000478095816504
30481,Alyref,-4.3720646,-0.24067047,1.300972417949743e-05,0.000478095816504
30482,Bfsp2,-4.3734865,-1.0161413,1.2723707597891994e-05,0.0004714908019538
30483,Siva1,-4.3749614,-0.2839356,1.2785572138296945e-05,0.0004726552042982
30484,Tk1,-4.3757668,-0.44802794,1.2761709309712743e-05,0.0004723353506489
30485,Hist1h2ad,-4.375788,-0.75156367,1.262813323582396e-05,0.0004685082692616
30486,Tomm7,-4.3801603,-0.18261525,1.2465594377885037e-05,0.0004630312227469
30487,Mcm10,-4.3815937,-0.48317376,1.2408132663281431e-05,0.000461448794722
30488,Ska1,-4.38412,-0.63413095,1.2232527821846987e-05,0.0004554636528199
30489,Parm1,-4.385958,-1.2851052,1.2029622492181224e-05,0.0004495257126951
30490,Timeless,-4.399776,-0.3961279,1.1449568371210106e-05,0.0004288823240424
30491,Cenpn,-4.3999834,-0.5363804,1.1396336837564957e-05,0.0004274039224841
30492,Kctd9,-4.40181,-0.46679723,1.1259807623830524e-05,0.0004227942033165
30493,Fam46a,-4.4053283,-0.7675056,1.1037948439552763e-05,0.0004149879966406
30494,Ighv1-85,-4.4069777,-0.9420376,1.0927589379771584e-05,0.0004118136322937
30495,Pkig,-4.4073043,-0.34633926,1.1038549744796652e-05,0.0004149879966406
30496,Rwdd1,-4.4140534,-0.3126618,1.0693284056626176e-05,0.0004034733290527
30497,Gm42047,-4.415655,-0.73351926,1.0513945649706869e-05,0.0003988715851002
30498,Ipo7,-4.4160013,-0.22729844,1.061926546622958e-05,0.0004016565779815
30499,Cd180,-4.4162035,-0.6097691,1.0519944230738091e-05,0.0003988715851002
30500,1110008P14Rik,-4.4199843,-0.7860733,1.0323064740055116e-05,0.0003938109697456
30501,Ube2a,-4.4202766,-0.31606373,1.0395333325662132e-05,0.000396081332223
30502,Anapc15-ps,-4.421153,-0.64184517,1.0311057490679558e-05,0.0003938109697456
30503,Mars,-4.4277554,-0.33848548,1.0076045719186884e-05,0.0003853342952191
30504,Ccdc34,-4.4377794,-0.3680861,9.60954577889418e-06,0.0003688568913127
30505,Galk1,-4.4381375,-0.30338612,9.584698169353768e-06,0.0003683584557585
30506,Nxt1,-4.4464555,-0.2722678,9.220917584295516e-06,0.0003561407384889
30507,Sept11,-4.4481525,-0.316014,9.160307865930254e-06,0.0003542403987057
30508,Mns1,-4.45281,-0.5157952,8.929622756912975e-06,0.0003461817421603
30509,Eme1,-4.4530287,-0.66818184,8.908945752135301e-06,0.0003458118655513
